"probeset","qvalue_16h","most_associated_marker_16h","qvalue_32h","most_associated_marker_32h","bb4_expression_pattern","description"
"Contig501_s_at",0.106038188,"1H.15",0.043585446,"2H.61","n/a","11/08/02 Q42829       9e-35 S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SamDC) [Contains: S-adenosylmethionine decarboxylase alpha"
"Contig5010_at",0.288228471,"7H.49",0.087901892,"6H.10","n/a","01/29/03 Q9FVI2       9e-58 Actin-depolymerizing factor 1 (ADF 1) gb|AAG16973.1|AF183903_1 actin-depolymerizing factor 1 [Petunia x hybrida]"
"Contig5010_s_at",0.014667755,"2H.66",0.000432376,"1H.05","n/a","01/29/03 Q9FVI2       9e-58 Actin-depolymerizing factor 1 (ADF 1) gb|AAG16973.1|AF183903_1 actin-depolymerizing factor 1 [Petunia x hybrida]"
"Contig5012_s_at",1.99e-06,"2H.67",4.78e-05,"1H.05","n/a"," 11/08/02 CAA03884.1   e-117 GTP cyclohydrolase II / 3"
"Contig5013_at",1.99e-06,"2H.65",7.35e-07,"1H.05","n/a","11/06/02 AAD10251.1   2e-34 blue copper-binding protein homolog [Triticum aestivum]"
"Contig5016_at",1.99e-06,"1H.15",7.35e-07,"1H.15","n/a","11/07/02 AAC61805.1   e-103 Pto kinase interactor 1 [Lycopersicon esculentum]"
"Contig5017_s_at",0.19494544,"3H.47",7.35e-07,"1H.05","n/a","11/08/02 NP_191781.1  6e-70 serine/threonine protein kinase-like protein; protein id: At3g62220.1 [Arabidopsis thaliana]"
"Contig5018_s_at",0.067792009,"1H.03",7.35e-07,"1H.05","n/a"," 10/27/02 NP_195035.2  1e-86 aminopeptidase- like protein; protein id: At4g33090.1"
"Contig502_x_at",0.281228002,"1H.03",0.219287609,"5H.52","n/a","11/06/02 S07975       3e-29 B3-hordein (clone pB7) - barley (fragment)"
"Contig5020_s_at",2.7e-06,"2H.66",0.000516234,"1H.08","n/a"," 11/08/02 BAC15484.1   1e-75 contains ESTs AU091627(C0596)"
"Contig5022_at",0.019665211,"2H.66",0.092676318,"1H.08","iPacMan"," 11/08/02 BAC15484.1   2e-27 contains ESTs AU091627(C0596)"
"Contig5023_at",2.7e-06,"2H.67",7.35e-07,"1H.05","n/a","11/04/02 AAG02504.1   2e-96 class III chitinase [Oryza sativa subsp. japonica] gb|AAM08773.1|AC016780_3 Class III chitinase [Oryza sativa]"
"Contig5024_at",0.001232904,"5H.54",0.000547242,"3H.30","n/a","11/08/02 AAM08776.1   4e-79 (AC016780) Putative class III chitinase [Oryza sativa]"
"Contig5025_at",0.315609236,"4H.19",0.044685414,"5H.53","n/a","10/27/02 JE0159       8e-38 gibberellin-stimulated transcript 1 like protein - rice gb|AAK63933.1|AC084282_14 putative protein of gibberellin-stimulated transcript [Ory"
"Contig5026_at",0.001368541,"2H.66",7.35e-07,"1H.05","iPacMan"," 11/06/02 NP_564589.1  3e-08 photosystem II 5 KD protein; protein id: At1g51400.1"
"Contig5028_s_at",0.000882393,"2H.68",7.35e-07,"1H.06","iPacMan"," 11/06/02 NP_564589.1  3e-07 photosystem II 5 KD protein; protein id: At1g51400.1"
"Contig5029_at",0.164978627,"3H.50",0.028407425,"3H.29","n/a"," 10/27/02 NP_181057.1  4e-61 glycine decarboxylase complex H-protein; protein id: At2g35120.1"
"Contig5030_at",6.29e-05,"2H.63",2.09e-05,"1H.06","iPacMan"," 11/06/02 O22101       e-115 Ferrochelatase II"
"Contig5032_at",0.001047451,"2H.68",0.049278668,"1H.48","n/a"," 11/06/02 BAB91779.1   2e-46 (AP003308) contains ESTs AU101607(R0445)"
"Contig5033_at",0.017457275,"2H.24",0.000508269,"2H.26","n/a","11/08/02 BAC16466.1   e-121 putative xylulose kinase [Oryza sativa (japonica cultivar-group)] dbj|BAC45216.1| putative xylulose kinase [Oryza sativa (japonica cultivar-"
"Contig5034_at",0.094325424,"3H.44",0.190438466,"6H.04","n/a","<none>"
"Contig5035_at",0.007826493,"2H.66",1.88e-05,"1H.04","n/a","10/13/02 NP_189916.1  1e-68 guanine nucleotide-exchange - like protein; protein id: At3g43300.1 [Arabidopsis thaliana]"
"Contig5038_at",0.045083824,"7H.20",0.124752486,"7H.63","n/a","11/08/02 T01354       1e-51 herbicide safener binding protein 1 - maize gb|AAC12715.1| herbicide safener binding protein [Zea mays]"
"Contig504_x_at",0.135026563,"6H.27",0.064649695,"5H.20","n/a","11/08/02 AAG46123.1   5e-38 hypothetical protein [Oryza sativa]"
"Contig5040_at",0.050397212,"2H.66",7.35e-07,"1H.05","n/a","10/27/02 BAB60936.1   e-100 putative ATP citrate lyase [Oryza sativa (japonica cultivar-group)] dbj|BAB67865.1| putative ATP citrate lyase [Oryza sativa (japonica culti"
"Contig5042_at",0.04377835,"7H.16",1.85e-06,"7H.43","n/a","10/13/02 BAB60936.1   e-117 putative ATP citrate lyase [Oryza sativa (japonica cultivar-group)] dbj|BAB67865.1| putative ATP citrate lyase [Oryza sativa (japonica culti"
"Contig5045_s_at",0.055200998,"3H.45",0.006942345,"5H.52","n/a","10/29/02 BAB17200.1   9e-29 (AP002855) hypothetical protein [Oryza sativa (japonica cultivar-group)]"
"Contig5046_at",0.009453289,"2H.63",0.001205539,"1H.38","n/a"," 11/06/02 NP_566354.1  5e-72 (NM_111809) expressed protein; protein id: At3g09740.1"
"Contig5048_s_at",0.049373409,"5H.09",7.35e-07,"1H.06","iPacMan"," 10/04/02 BAB61215.1   5e-35 contains ESTs AU066201(S5593)"
"Contig5049_at",0.204777414,"1H.03",0.218275651,"7H.27","n/a"," 10/27/02 NP_174777.2  6e-70 unknown protein; protein id: At1g35470.1"
"Contig5050_s_at",0.035894128,"5H.09",0.009116321,"1H.03","n/a","11/08/02 AAL83695.1   3e-17 (AC092263) hypothetical protein [Oryza sativa (japonica cultivar-group)]"
"Contig5051_at",0.024487272,"5H.57",0.000105447,"5H.57","n/a","10/13/02 AAL83695.1   1e-72 (AC092263) hypothetical protein [Oryza sativa (japonica cultivar-group)]"
"Contig5056_at",0.095863327,"5H.44",0.219426345,"3H.36","n/a","11/08/02 NP_568041.1  7e-40 protein kinase like protein; protein id: At4g38470.1 [Arabidopsis thaliana]"
"Contig5056_s_at",0.006953449,"5H.42",0.097086452,"1H.05","n/a","11/08/02 NP_568041.1  7e-40 protein kinase like protein; protein id: At4g38470.1 [Arabidopsis thaliana]"
"Contig5058_x_at",0.134415937,"2H.49",0.003655744,"5H.47","n/a","11/06/02 AAM80567.1   2e-53 RNase S-like protein [Hordeum vulgare]"
"Contig5059_s_at",0.183556677,"1H.03",0.014976573,"5H.47","n/a","01/29/03 AAM80567.1   e-105 RNase S-like protein [Hordeum vulgare]"
"Contig5060_at",0.038203288,"5H.50",0.107200539,"7H.34","n/a","10/02/02 AAM80567.1   5e-89 RNase S-like protein [Hordeum vulgare]"
"Contig5061_at",0.001550567,"2H.65",0.000712245,"1H.05","n/a"," 11/06/02 NP_192019.1  e-107 mitochondrial carrier protein family; protein id: At4g01100.1"
"Contig5063_at",0.061784589,"3H.21",0.022730453,"5H.10","n/a"," 11/06/02 BAA92191.2   9e-50 (AP001278) ESTs AU029333(E30170)"
"Contig5064_at",0.080718934,"5H.17",0.010637021,"1H.06","n/a"," 10/27/02 NP_565472.1  8e-23 (NM_127608) expressed protein; protein id: At2g20490.1"
"Contig5064_s_at",0.143872644,"5H.18",0.004557937,"1H.48","n/a"," 10/27/02 NP_565472.1  8e-23 (NM_127608) expressed protein; protein id: At2g20490.1"
"Contig5065_at",0.222191757,"2H.68",0.073438275,"3H.12","n/a"," 11/04/02 NP_565472.1  8e-23 (NM_127608) expressed protein; protein id: At2g20490.1"
"Contig5066_at",0.076716758,"5H.40",0.004315255,"1H.03","n/a","<none>"
"Contig5067_at",0.056280257,"7H.12",0.009609831,"1H.47","n/a","11/06/02 AAD32651.1   e-166 (AF136942) nicotianamine synthase 2 [Hordeum vulgare] [Hordeum vulgare subsp. vulgare]"
"Contig507_x_at",0.219068582,"2H.45",0.022911366,"6H.20","n/a","10/02/02 T06381       3e-15 proteinase inhibitor - soybean gb|AAC97524.1| (U12150) protease inhibitor [Glycine max]"
"Contig5071_s_at",0.23343031,"2H.11",8.87e-06,"1H.05","n/a","10/04/02 AAL67123.1   3e-28 AT3g06760/F3E22_10 [Arabidopsis thaliana] gb|AAM91471.1| AT3g06760/F3E22_10 [Arabidopsis thaliana]"
"Contig5073_at",0.017002521,"4H.05",0.056066717,"1H.18","n/a","<none>"
"Contig5073_x_at",0.097745274,"2H.66",0.000697672,"1H.08","n/a","<none>"
"Contig5074_at",0.012346315,"2H.66",1.3e-06,"1H.05","n/a"," 10/13/02 NP_565921.1  7e-07 expressed protein; protein id: At2g40060.1"
"Contig5075_at",0.016628643,"3H.51",0.120304075,"4H.18","n/a","10/27/02 BAB90280.1   7e-13 P0470A12.5 [Oryza sativa (japonica cultivar-group)] dbj|BAB92626.1| P0456E05.27 [Oryza sativa (japonica cultivar-group)]"
"Contig5075_s_at",0.079273611,"5H.54",0.00657435,"2H.51","n/a","10/27/02 BAB90280.1   7e-13 P0470A12.5 [Oryza sativa (japonica cultivar-group)] dbj|BAB92626.1| P0456E05.27 [Oryza sativa (japonica cultivar-group)]"
"Contig5078_at",0.00098921,"2H.67",0.014905628,"2H.65","n/a"," 10/26/02 CAA77135.1   2e-79 (Y18350) U2 snRNP auxiliary factor"
"Contig5079_at",0.085060671,"2H.63",4.12e-05,"1H.06","n/a"," 10/27/02 CAA77136.1   e-112 U2 snRNP auxiliary factor"
"Contig5080_at",0.224125183,"5H.19",0.000278984,"1H.09","n/a","10/02/02 BAC07389.1   e-111 (AP003842) putative eIF3e [Oryza sativa (japonica cultivar-group)]"
"Contig5081_at",0.122291523,"4H.19",0.111548141,"5H.27","n/a","10/27/02 AAN04491.1   4e-87 phosphoribosyl pyrophosphate synthetase [Saccharum hybrid cultivar]"
"Contig5083_at",0.043683264,"1H.02",0.000706939,"1H.48","n/a"," 10/27/02 NP_565699.1  9e-31 TCP1-chaperonin cofactor A isolog; protein id: At2g30410.1"
"Contig5085_at",0.204799885,"4H.17",0.122775279,"3H.47","n/a","11/06/02 AAN04491.1   8e-31 phosphoribosyl pyrophosphate synthetase [Saccharum hybrid cultivar]"
"Contig5087_at",0.006489011,"2H.63",0.000177339,"1H.48","n/a","10/29/02 BAB84432.1   2e-52 putative nuclear RNA binding protein A [Oryza sativa (japonica cultivar-group)]"
"Contig5091_at",0.066670973,"1H.02",0.252581348,"1H.03","n/a","11/08/02 AAL84290.1   6e-24 hypothetical protein [Oryza sativa (japonica cultivar-group)]"
"Contig5092_s_at",0.047908686,"2H.66",7.53e-06,"1H.08","n/a","11/08/02 AAL84290.1   7e-30 hypothetical protein [Oryza sativa (japonica cultivar-group)]"
"Contig5094_at",0.106915085,"2H.50",0.087417479,"2H.50","n/a","10/13/02 NP_680778.1  7e-22 (NM_148412) similar to Probable microsomal signal peptidase 12 kDa subunit (EC; protein id: At4g40042.1 [Arabidopsis"
"Contig5094_s_at",0.039218263,"5H.13",0.206006632,"3H.09","n/a","10/13/02 NP_680778.1  7e-22 (NM_148412) similar to Probable microsomal signal peptidase 12 kDa subunit (EC; protein id: At4g40042.1 [Arabidopsis"
"Contig5095_at",0.131702179,"3H.42",0.092560227,"2H.50","n/a","11/06/02 NP_680778.1  3e-22 (NM_148412) similar to Probable microsomal signal peptidase 12 kDa subunit (EC; protein id: At4g40042.1 [Arabidopsis"
"Contig5096_at",0.023914065,"5H.20",7.35e-07,"1H.05","n/a"," 10/13/02 NP_567510.1  2e-93 HSP like protein; protein id: At4g16660.1"
"Contig5099_at",0.084655056,"5H.35",7.53e-06,"1H.05","n/a","11/04/02 AAM63366.1   1e-86 6-phosphogluconolactonase-like protein [Arabidopsis thaliana]"
"Contig51_at",0.10100745,"3H.55",0.029502202,"6H.43","n/a","10/31/02 T06381       3e-14 proteinase inhibitor - soybean gb|AAC97524.1| (U12150) protease inhibitor [Glycine max]"
"Contig5100_s_at",0.080254055,"2H.51",0.206999049,"4H.15","n/a","10/27/02 AAK50586.1   e-117 putative translation initiation factor [Oryza sativa]"
"Contig5102_s_at",0.16648059,"3H.47",0.013782552,"1H.08","n/a","10/13/02 BAB92266.1   7e-34 putative 50S ribosomal protein L34 [Oryza sativa (japonica cultivar-group)]"
"Contig5104_s_at",1.99e-06,"7H.20",7.35e-07,"7H.20","n/a","11/04/02 BAA90524.1   3e-25 peroxiredoxin Q [Sedum lineare]"
"Contig5105_at",1.99e-06,"7H.20",7.35e-07,"7H.20","n/a","01/29/03 BAA90524.1   2e-70 peroxiredoxin Q [Sedum lineare]"
"Contig5106_at",0.000315725,"2H.63",0.022074562,"1H.05","n/a","11/06/02 AAM93679.1   1e-58 unknown protein [Oryza sativa (japonica cultivar-group)]"
"Contig5108_s_at",1.99e-06,"2H.67",7.35e-07,"1H.05","PacMan"," 10/04/02 P57720       8e-50 Chorismate synthase"
"Contig5110_at",0.069434516,"2H.65",0.044669021,"5H.49","n/a"," 10/02/02 NP_564539.1  8e-70 expressed protein; protein id: At1g49050.1"
"Contig5112_at",0.000567024,"2H.66",8.5e-06,"1H.05","n/a","11/06/02 BAB92346.1   e-119 putative casein kinase I [Oryza sativa (japonica cultivar-group)]"
"Contig5113_at",0.183536883,"2H.36",0.000430537,"1H.10","n/a","11/04/02 AAK50579.1   1e-92 unknown protein [Oryza sativa]"
"Contig5114_at",0.004221673,"1H.04",0.000142501,"1H.04","n/a","11/08/02 AAM62695.1   4e-21 glycine-rich RNA-binding protein-like [Arabidopsis thaliana]"
"Contig5115_at",0.013012242,"2H.66",0.141601534,"5H.45","n/a"," 10/27/02 NP_565747.1  3e-97 (NM_128819) spliceosome associated protein-family; protein id: At2g32600.1"
"Contig5116_at",3.81e-05,"2H.67",0.065552918,"1H.47","n/a"," 10/13/02 NP_179464.1  6e-40 putative small nuclear ribonucleoprotein E; protein id: At2g18740.1"
"Contig5117_at",0.102290738,"2H.41",0.067742512,"2H.52","n/a"," 11/06/02 NP_567992.1  2e-16 (NM_119757) Expressed protein; protein id: At4g35905.1"
"Contig5119_at",0.064074811,"2H.57",0.047947823,"5H.25","n/a"," 10/02/02 NP_174005.1  5e-96 E3 ubiquitin ligase SCF complex subunit Cullin"
"Contig5120_at",0.126394109,"2H.66",4.05e-06,"1H.05","n/a","11/08/02 AAG46151.1   e-111 putative Clp protease [Oryza sativa]"
"Contig5121_s_at",0.055688418,"2H.66",7.35e-07,"1H.05","n/a","10/13/02 AAG46151.1   2e-16 putative Clp protease [Oryza sativa]"
"Contig5122_at",0.000220246,"2H.67",0.004651806,"7H.32","n/a","11/06/02 AAK00450.1   6e-84 unknown protein [Oryza sativa]"
"Contig5123_at",0.335696051,"6H.44",0.266050984,"1H.01","n/a","10/27/02 AAG22740.1   1e-34 (AF282850) allergenic isoflavone reductase-like protein Bet v 6.0102 [Betula pendula]"
"Contig5126_at",0.008024112,"1H.35",2.78e-05,"1H.35","n/a","10/02/02 AAD27555.1   1e-90 (AF111710) putative dnaJ-like protein [Oryza sativa subsp. indica] [Oryza sativa (indica cultivar-group)]"
"Contig5127_s_at",0.049562735,"4H.33",0.05515174,"5H.55","n/a","11/06/02 AAG38144.1   4e-04 (AY004240) unknown [Glycine max]"
"Contig5128_s_at",0.074566642,"3H.50",1.3e-06,"1H.08","n/a","11/04/02 BAA87937.1   4e-53 (AB028195) ZW10 [Arabidopsis thaliana]"
"Contig5130_at",0.254210839,"5H.17",0.11626333,"3H.19","n/a"," 11/08/02 NP_201251.1  5e-28 ZW10-like protein; protein id: At5g64460.1"
"Contig5132_at",0.123095735,"6H.13",0.099064489,"5H.39","n/a","10/26/02 AAG38144.1   6e-89 (AY004240) unknown [Glycine max]"
"Contig5133_at",0.000553282,"4H.19",0.122950083,"5H.22","n/a","11/08/02 AAG38145.1   4e-73 (AY004241) unknown [Glycine max]"
"Contig5133_s_at",0.063220981,"4H.19",0.030316622,"1H.42","n/a","11/08/02 AAG38145.1   4e-73 (AY004241) unknown [Glycine max]"
"Contig5134_at",0.000110273,"2H.67",4.05e-06,"1H.05","n/a"," 11/06/02 P29185       e-122 CHAPERONIN CPN60-1"
"Contig5135_s_at",0.132902852,"4H.18",0.153918347,"1H.48","n/a"," 10/29/02 NP_567775.1  5e-71 putative protein; protein id: At4g27450.1"
"Contig5138_s_at",0.293318105,"5H.44",0.077990805,"3H.10","n/a","<none>"
"Contig5139_at",0.118668544,"5H.12",0.1782718,"6H.42","n/a","<none>"
"Contig514_s_at",0.077723856,"2H.49",7.35e-07,"5H.48","n/a","11/08/02 P22244       2e-83 Protein synthesis inhibitor I (Ribosome-inactivating protein I) (rRNA N-glycosidase)"
"Contig5140_at",0.115551014,"1H.37",0.032010607,"1H.05","n/a"," 11/06/02 BAB21187.1   e-113 contains ESTs D22419(C10991)"
"Contig5141_at",1.99e-06,"2H.67",0.137967047,"7H.37","n/a"," 10/02/02 NP_568314.1  5e-57 HSP100/ClpB"
"Contig5143_at",0.010644075,"5H.19",1.85e-06,"1H.06","n/a","11/06/02 BAB85392.1   1e-73 putative seryl-tRNA synthetase [Oryza sativa (japonica cultivar-group)]"
"Contig5144_at",0.04710503,"1H.03",2.97e-06,"1H.06","n/a","11/07/02 T02786       e-115 serine--tRNA ligase (EC 6.1.1.11) - maize emb|CAA07600.1| (AJ007665) seryl-tRNA synthetase [Zea mays]"
"Contig5146_at",2.7e-06,"2H.65",7.35e-07,"1H.05","n/a"," 10/27/02 T11580       e-102 probable 12-oxophytodienoate reductase (EC 1.3.1.42) CPRD8"
"Contig5147_at",0.000541376,"2H.67",0.000136042,"1H.05","n/a","11/06/02 AAM01146.1   e-102 (AC108884) Putative F-box protein family [Oryza sativa (japonica cultivar-group)]"
"Contig5148_at",0.062830921,"7H.45",0.016222235,"4H.20","n/a"," 01/29/03 NP_566171.1  5e-53 expressed protein; protein id: At3g02420.1"
"Contig5149_at",0.031615311,"6H.20",7.35e-07,"1H.05","iPacMan","10/02/02 BAC06874.1   e-110 putative ATP-dependent Clp protease [Oryza sativa (japonica cultivar-group)]"
"Contig5150_s_at",0.000557016,"2H.67",6.66e-06,"1H.05","n/a"," 10/29/02 NP_181718.1  3e-33 (NM_129751) putative DNA binding protein; protein id: At2g41870.1"
"Contig5153_at",0.009871514,"5H.19",1.34e-05,"1H.06","n/a","09/30/02 AAG13554.1   4e-85 putative chloroplast inner envelope protein [Oryza sativa]"
"Contig5157_at",0.004778949,"1H.03",0.004354431,"1H.08","n/a"," 10/13/02 NP_187789.1  e-102 putative T-complex protein 1"
"Contig5158_at",0.000308536,"5H.54",0.023234918,"3H.15","n/a","<none>"
"Contig5159_at",0.047533106,"5H.54",0.160863533,"2H.65","n/a"," 11/04/02 NP_568347.1  3e-82 putative protein; protein id: At5g17440.1"
"Contig516_x_at",0.270392878,"5H.58",0.143620435,"1H.06","n/a","11/08/02 T04474       4e-44 B1 hordein - barley emb|CAA60681.1| (X87232) B1 hordein [Hordeum vulgare]"
"Contig5161_s_at",0.004023054,"2H.67",0.174769858,"3H.22","n/a","<none>"
"Contig5163_at",0.012079075,"5H.19",0.005803753,"1H.45","n/a","10/31/02 AAK55780.1   e-100 Putative 40S ribosomal protein; contains C-terminal domain [Oryza sativa]"
"Contig5164_at",0.043134763,"1H.03",0.15082771,"5H.06","n/a","11/08/02 P49094       9e-95 Asparagine synthetase [glutamine-hydrolyzing] (Glutamine-dependent asparagine synthetase)"
"Contig5165_at",2.7e-06,"2H.68",8.06e-06,"1H.05","iPacMan"," 10/13/02 NP_191519.1  7e-52 putative protein; protein id: At3g59600.1"
"Contig5166_at",0.005913652,"2H.66",0.035908827,"7H.28","n/a","10/13/02 BAB84399.1   e-124 P0529E05.15 [Oryza sativa (japonica cultivar-group)]"
"Contig5171_at",0.064483837,"2H.68",0.019973132,"5H.51","n/a"," 11/06/02 BAC16130.1   1e-16 (AP005184) contains ESTs AU173794(R3753)"
"Contig5172_at",0.237257257,"2H.33",0.064628009,"1H.05","n/a","<none>"
"Contig5173_at",0.017858683,"2H.61",0.000251573,"1H.05","n/a","<none>"
"Contig5174_at",0.270551523,"2H.24",0.270219467,"2H.61","n/a","<none>"
"Contig5175_at",0.000407773,"2H.65",0.046783522,"1H.05","n/a"," 09/30/02 NP_568382.1  3e-44 Expressed protein; protein id: At5g19855.1"
"Contig5176_at",0.037354337,"2H.63",0.032095977,"5H.49","n/a","<none>"
"Contig5177_s_at",0.023403836,"1H.27",0.000134901,"1H.08","n/a","11/06/02 BAC01211.1   2e-63 (AP003270) putative actin [Oryza sativa (japonica cultivar-group)]"
"Contig518_s_at",0.026961755,"1H.36",0.135039934,"6H.43","n/a","10/02/02 P17990       7e-57 GAMMA-HORDEIN 1 PRECURSOR pir||S08312 gamma-hordein 1 precursor - barley"
"Contig5180_at",0.185955468,"5H.15",0.03692183,"6H.14","n/a"," 10/13/02 NP_175112.1  e-128 transcription factor"
"Contig5181_at",0.066503696,"2H.13",0.215295366,"5H.35","n/a","10/27/02 T51588       3e-53 hypothetical protein 2 [imported] - rice gb|AAC72848.1| unknown [Oryza sativa]"
"Contig5182_at",0.219105586,"4H.18",5.9e-05,"1H.03","n/a"," 11/06/02 NP_192996.1  5e-87 putative protein; protein id: At4g12590.1"
"Contig5185_at",0.170028663,"5H.54",0.01657617,"2H.51","n/a","11/06/02 AAF45043.1   e-118 RNase S-like protein precursor [Hordeum vulgare]"
"Contig5186_at",0.116636389,"5H.52",0.040255857,"3H.02","n/a","11/07/02 AAL58113.1   7e-89 putative ubiquitin-conjugating enzyme [Oryza sativa (japonica cultivar-group)]"
"Contig5187_at",0.09602247,"2H.67",0.199664181,"1H.48","n/a"," 11/04/02 NP_196459.1  8e-85 (NM_120927) rev interacting protein mis3 - like; protein id: At5g08420.1"
"Contig5188_s_at",0.000768148,"2H.68",0.035662992,"1H.48","n/a","10/13/02 BAB89130.1   9e-27 rev interacting protein-like [Oryza sativa (japonica cultivar-group)]"
"Contig5189_at",0.006031388,"2H.68",7.35e-07,"1H.05","n/a","10/13/02 AAM61117.1   3e-61 (AY084550) short chain alcohol dehydrogenase-like [Arabidopsis thaliana]"
"Contig5190_at",0.01225407,"2H.66",7.35e-07,"1H.05","n/a"," 10/02/02 NP_196225.1  1e-90 (NM_120688) short chain alcohol dehydrogenase-like; protein id: At5g06060.1"
"Contig5191_at",1.99e-06,"4H.26",7.35e-07,"4H.27","n/a"," 10/27/02 BAA85396.1   e-113 ESTs C22369(C12239)"
"Contig5195_at",0.174158529,"5H.10",0.084324965,"2H.65","n/a","11/08/02 BAB63607.1   3e-88 P0483G10.1 [Oryza sativa (japonica cultivar-group)] dbj|BAB89015.1| P0401G10.23 [Oryza sativa (japonica cultivar-group)]"
"Contig5196_at",2.7e-06,"2H.68",4.38e-05,"1H.08","n/a","11/06/02 BAB90447.1   e-111 putative CTP synthase [Oryza sativa (japonica cultivar-group)]"
"Contig5197_at",0.229069045,"6H.41",1.85e-06,"1H.06","n/a"," 11/08/02 NP_187747.1  2e-75 eukaryotic translation initiation factor 3 subunit g (eIF3g); protein id: At3g11400.1"
"Contig5198_at",0.163158058,"3H.50",0.061169898,"1H.07","n/a","11/08/02 AAN06836.1   7e-76 Hypothetical protein [Oryza sativa (japonica cultivar-group)]"
"Contig5198_s_at",0.105689139,"7H.63",0.033640997,"1H.06","n/a","11/08/02 AAN06836.1   7e-76 Hypothetical protein [Oryza sativa (japonica cultivar-group)]"
"Contig5200_at",0.061871868,"1H.34",0.011419355,"1H.07","n/a","10/04/02 AAN06835.1   6e-59 (AC099401) Putative DEAD/DEAH box RNA helicase protein [Oryza sativa (japonica cultivar-group)]"
"Contig5201_at",3.63e-06,"4H.18",0.115180521,"1H.02","n/a","11/04/02 AAN06835.1   4e-85 (AC099401) Putative DEAD/DEAH box RNA helicase protein [Oryza sativa (japonica cultivar-group)]"
"Contig5202_at",0.181252466,"2H.68",0.123581686,"5H.45","n/a","10/26/02 CAC83043.2   e-103 RACB protein [Hordeum vulgare subsp. vulgare]"
"Contig5204_at",0.028782843,"1H.04",0.001548861,"1H.06","n/a","10/13/02 BAB32970.1   9e-75 P0504D03.19 [Oryza sativa (japonica cultivar-group)]"
"Contig5206_s_at",0.000685702,"2H.67",0.178334323,"1H.05","n/a","11/04/02 AAB70398.1   2e-37 (AC000106) Strong similarity to Oryza NADPH oxidase (gb|X93301). [Arabidopsis thaliana]"
